credit_score,annual_income,loan_amount,employment_length_years,debt_to_income_ratio,num_previous_defaults,loan_term_months,interest_rate,home_ownership,loan_purpose,default
443,61323.0,14344.75,3.7,0.878,0,36,17.57,RENT,home_improvement,1
812,41947.31,44566.91,4.9,0.125,2,36,7.33,OWN,debt_consolidation,0
815,23287.46,22168.78,5.3,0.269,2,60,7.49,MORTGAGE,major_purchase,0
578,60196.54,15009.94,7.9,0.209,0,36,13.8,OWN,home_improvement,0
520,34707.21,28911.79,3.2,0.277,1,60,14.1,MORTGAGE,credit_card,0
751,53984.57,22837.3,6.7,0.192,0,36,8.74,RENT,credit_card,0
407,52471.25,43127.76,3.4,0.351,0,36,20.25,MORTGAGE,debt_consolidation,0
660,20951.67,4660.58,16.3,0.107,0,60,10.16,MORTGAGE,credit_card,0
674,50842.44,35784.11,5.6,0.366,0,60,12.72,OWN,other,0
691,61792.65,13279.8,5.1,0.183,2,36,8.56,MORTGAGE,home_improvement,0
420,65298.12,36493.45,2.8,0.52,2,60,18.71,MORTGAGE,credit_card,0
694,51679.4,38299.69,0.9,0.12,0,36,9.76,MORTGAGE,credit_card,0
637,20136.04,38365.81,0.6,0.189,1,36,12.13,OWN,home_improvement,0
782,87089.05,39134.61,0.9,0.254,2,36,8.82,RENT,other,0
396,58980.38,32597.61,10.5,0.664,0,36,20.3,OWN,credit_card,1
638,28524.15,7265.78,0.9,0.323,0,36,13.67,RENT,home_improvement,0
757,34389.5,3283.71,10.2,0.581,0,60,6.81,RENT,other,0
453,54396.27,15993.67,2.8,0.407,0,36,16.45,RENT,credit_card,0
709,66562.92,22783.07,8.3,0.297,0,36,9.37,RENT,home_improvement,0
354,39356.51,14315.32,4.5,0.165,0,60,19.48,MORTGAGE,major_purchase,0
695,71074.68,33657.11,4.8,0.228,0,36,10.98,RENT,credit_card,0
634,21878.4,32787.51,6.9,0.324,2,36,13.19,RENT,debt_consolidation,0
406,30665.5,43764.68,2.0,0.27,0,60,16.64,RENT,credit_card,0
336,19361.39,18625.22,0.4,0.269,0,36,19.6,RENT,debt_consolidation,0
710,32733.94,35572.02,5.3,0.431,0,36,9.83,MORTGAGE,major_purchase,0
432,96629.05,33612.8,2.3,0.266,0,60,18.1,RENT,major_purchase,1
574,123749.05,44504.98,4.2,0.14,3,60,15.88,OWN,major_purchase,0
333,54478.73,35039.07,5.9,0.176,0,36,19.51,RENT,credit_card,0
830,36779.9,13477.28,1.3,0.323,0,60,5.88,MORTGAGE,major_purchase,0
602,44367.48,1671.99,2.7,0.058,2,60,14.73,OWN,credit_card,0
813,60657.77,43599.31,2.1,0.414,1,36,6.41,RENT,debt_consolidation,0
388,24261.81,32507.04,0.4,0.055,2,60,20.26,MORTGAGE,debt_consolidation,1
413,37887.46,36754.69,3.0,0.4,1,36,18.09,MORTGAGE,major_purchase,0
636,93498.61,35902.74,5.8,0.121,0,60,11.85,MORTGAGE,major_purchase,0
633,30620.67,33373.49,0.0,0.511,1,36,12.94,OWN,home_improvement,1
735,34994.24,34064.88,2.6,0.384,0,36,8.96,RENT,debt_consolidation,0
811,49312.71,41896.16,2.1,0.147,0,36,6.18,MORTGAGE,other,0
752,55682.1,41220.9,4.3,0.506,0,36,9.63,MORTGAGE,major_purchase,0
377,37002.77,17685.98,0.7,0.466,1,36,18.62,MORTGAGE,home_improvement,1
470,50748.33,2362.31,1.3,0.747,0,60,17.9,RENT,major_purchase,0
803,64445.35,2701.99,5.5,0.178,1,36,6.89,RENT,debt_consolidation,0
602,118498.23,20652.09,2.8,0.226,0,36,12.06,RENT,major_purchase,1
777,46313.56,37739.1,3.6,0.321,0,60,9.08,MORTGAGE,major_purchase,0
610,48118.22,38294.89,4.8,0.058,0,60,12.39,MORTGAGE,home_improvement,0
327,97475.23,18793.14,0.5,0.365,0,36,20.92,RENT,other,1
560,38287.37,14270.91,5.1,0.227,0,36,12.0,RENT,debt_consolidation,0
754,27012.13,23290.46,5.7,0.551,0,60,7.32,RENT,debt_consolidation,0
660,54863.97,37631.9,3.2,0.315,0,36,12.85,RENT,other,0
373,79560.96,29005.83,4.3,0.097,0,36,20.04,RENT,major_purchase,0
415,57668.78,7151.46,11.3,0.405,0,60,19.97,MORTGAGE,debt_consolidation,0
770,46926.74,16938.29,10.5,0.047,0,36,8.15,MORTGAGE,other,0
839,25545.67,25438.74,5.3,0.257,2,60,6.35,MORTGAGE,debt_consolidation,0
714,47749.98,24683.55,7.3,0.133,0,36,11.89,RENT,credit_card,0
354,85384.49,37547.9,10.4,0.308,2,60,20.88,RENT,debt_consolidation,0
641,28131.56,42015.56,8.4,0.157,0,36,14.0,RENT,other,0
756,43908.53,5420.38,5.7,0.617,0,60,8.13,RENT,other,0
652,41176.87,10873.93,7.2,0.066,1,60,11.41,OWN,debt_consolidation,0
627,35811.81,18254.9,6.1,0.268,0,36,11.51,OWN,major_purchase,0
557,54806.57,14041.52,4.1,0.272,0,36,15.13,RENT,debt_consolidation,0
434,59843.46,18964.78,3.6,0.348,0,36,16.97,OWN,other,1
454,59561.94,2791.73,9.4,0.227,0,60,19.49,RENT,other,0
710,31584.94,3904.58,7.7,0.384,0,36,8.07,MORTGAGE,major_purchase,0
338,23372.31,37887.91,1.6,0.219,0,60,20.84,RENT,debt_consolidation,1
346,55164.49,5513.6,8.6,0.369,1,36,19.91,MORTGAGE,debt_consolidation,0
518,39039.78,37259.3,20.7,0.662,1,36,15.92,MORTGAGE,credit_card,0
726,112110.53,14486.53,3.9,0.47,0,36,8.65,OWN,credit_card,0
662,114465.57,14605.83,3.7,0.211,0,36,11.69,OWN,credit_card,0
625,120067.63,5432.87,2.8,0.112,0,36,12.99,RENT,home_improvement,0
594,32110.88,1583.59,6.7,0.849,0,36,14.06,MORTGAGE,debt_consolidation,0
361,63336.44,16632.7,1.2,0.401,0,36,22.3,RENT,home_improvement,1
482,72542.55,37755.7,0.6,0.164,0,36,16.6,RENT,debt_consolidation,1
343,68958.45,41478.04,2.7,0.444,0,36,20.37,RENT,debt_consolidation,1
717,41794.54,3709.76,15.4,0.707,2,60,9.6,RENT,credit_card,0
713,87170.76,2359.95,4.4,0.363,0,60,8.2,MORTGAGE,home_improvement,0
442,49031.28,7987.23,7.2,0.218,1,36,18.98,MORTGAGE,debt_consolidation,1
461,51929.78,34716.75,6.3,0.201,0,60,16.1,RENT,debt_consolidation,0
474,24537.92,10014.84,1.9,0.586,0,36,18.17,MORTGAGE,major_purchase,1
790,65522.2,11155.66,5.8,0.111,0,60,6.65,RENT,credit_card,0
569,43600.1,40113.48,1.0,0.172,0,60,12.14,OWN,debt_consolidation,0
719,60424.53,39497.76,0.3,0.46,3,36,6.88,MORTGAGE,credit_card,0
547,54491.56,30492.73,1.1,0.35,0,36,15.83,RENT,debt_consolidation,0
684,53179.14,8216.61,4.8,0.414,0,60,12.34,MORTGAGE,credit_card,0
591,48022.69,17770.56,2.4,0.301,0,60,13.95,RENT,major_purchase,0
453,69840.54,11391.81,3.2,0.524,0,36,16.28,RENT,major_purchase,0
782,44823.97,30561.21,3.0,0.228,0,60,6.53,OWN,debt_consolidation,0
690,25467.57,35316.97,3.0,0.291,0,36,10.07,RENT,home_improvement,0
723,63324.65,7253.88,6.8,0.355,0,60,10.76,MORTGAGE,debt_consolidation,0
822,34062.34,40510.06,4.7,0.254,0,60,6.45,MORTGAGE,home_improvement,0
437,27013.23,21364.34,17.4,0.325,0,60,16.21,MORTGAGE,major_purchase,1
350,30945.74,35980.26,3.1,0.449,0,60,19.45,RENT,other,1
620,55686.86,3272.05,5.0,0.2,2,60,12.89,MORTGAGE,debt_consolidation,0
479,46937.23,16865.57,8.5,0.671,0,36,18.21,MORTGAGE,debt_consolidation,0
540,18775.21,1650.36,0.2,0.475,0,36,15.75,OWN,credit_card,0
429,41247.87,32613.33,0.3,0.286,0,36,17.2,RENT,debt_consolidation,1
519,82963.34,4495.84,5.0,0.604,2,36,15.56,MORTGAGE,credit_card,1
516,40011.29,15884.57,0.5,0.733,0,36,16.91,RENT,debt_consolidation,1
493,45503.09,35396.94,2.0,0.134,2,60,16.3,MORTGAGE,major_purchase,1
709,78381.73,33954.53,12.5,0.579,0,36,8.14,OWN,home_improvement,0
626,70120.48,29172.74,12.8,0.052,0,60,11.67,RENT,credit_card,0
561,77636.11,31536.91,0.4,0.236,1,60,10.49,RENT,home_improvement,0
362,14077.75,29654.18,2.9,0.293,0,60,20.54,MORTGAGE,debt_consolidation,1
614,106946.65,29216.14,3.9,0.524,2,36,14.42,MORTGAGE,credit_card,0
396,65276.03,16384.8,10.2,0.068,0,60,20.96,RENT,credit_card,0
473,148399.67,2239.29,9.2,0.276,2,36,16.87,OWN,debt_consolidation,0
528,34473.74,20440.34,3.5,0.549,0,36,14.28,RENT,debt_consolidation,1
377,22168.93,3000.22,3.2,0.305,0,60,19.48,OWN,debt_consolidation,0
514,49180.29,21630.17,2.4,0.063,0,36,15.93,RENT,credit_card,0
447,43307.56,21419.47,5.6,0.222,0,60,19.2,MORTGAGE,debt_consolidation,0
768,65785.11,8863.75,2.5,0.517,0,60,8.81,RENT,other,0
773,79516.34,35507.51,0.6,0.268,0,36,6.21,MORTGAGE,debt_consolidation,0
302,47132.48,31985.21,3.2,0.252,0,36,22.89,MORTGAGE,credit_card,0
631,43988.41,25619.74,2.0,0.497,0,60,10.06,RENT,home_improvement,0
652,62020.73,41739.98,12.3,0.459,0,60,11.98,RENT,debt_consolidation,0
508,43680.28,13636.23,2.2,0.158,0,36,17.95,MORTGAGE,credit_card,0
558,42066.55,12529.42,0.8,0.185,0,36,12.53,RENT,home_improvement,0
735,78175.43,9071.18,16.0,0.119,0,36,9.18,RENT,other,0
508,86413.57,24955.35,11.8,0.38,0,60,15.86,RENT,credit_card,0
335,79840.39,10035.72,2.2,0.186,0,60,20.97,MORTGAGE,home_improvement,1
505,45446.75,39231.41,1.7,0.03,0,36,17.01,RENT,major_purchase,0
439,18715.27,14389.63,2.5,0.034,0,36,17.13,MORTGAGE,debt_consolidation,0
510,45858.11,22600.96,7.7,0.489,1,60,16.69,MORTGAGE,credit_card,0
426,34853.51,24298.47,7.7,0.293,0,36,18.0,RENT,major_purchase,0
382,46241.07,14536.45,0.1,0.158,0,36,19.76,MORTGAGE,home_improvement,0
842,36243.27,33490.46,6.2,0.262,0,60,4.54,MORTGAGE,debt_consolidation,0
371,48565.42,31451.21,0.4,0.421,1,60,21.21,RENT,major_purchase,1
689,30709.46,34475.69,2.6,0.231,0,36,10.87,MORTGAGE,credit_card,0
695,27547.78,27660.5,1.3,0.442,0,60,11.21,RENT,home_improvement,0
640,84983.4,21248.02,1.0,0.379,0,36,13.45,MORTGAGE,debt_consolidation,0
802,31686.76,20752.35,4.1,0.343,2,36,7.05,OWN,credit_card,0
302,49028.12,32527.52,7.7,0.254,0,60,21.64,MORTGAGE,credit_card,1
466,75322.31,17589.55,2.9,0.167,0,36,15.02,RENT,debt_consolidation,0
401,73971.63,20239.43,6.9,0.183,0,60,19.27,MORTGAGE,credit_card,0
617,70100.25,8201.53,3.8,0.336,0,36,14.42,OWN,debt_consolidation,0
650,56178.53,30903.74,4.5,0.692,2,36,11.75,MORTGAGE,credit_card,0
794,67900.69,4384.69,1.7,0.429,0,60,6.63,MORTGAGE,other,0
509,90934.04,44582.54,12.9,0.289,0,36,16.98,RENT,major_purchase,0
429,59353.13,7324.45,12.7,0.43,2,36,16.52,MORTGAGE,other,1
809,21445.26,17851.05,3.6,0.373,0,36,6.46,RENT,credit_card,0
670,38644.51,11462.35,3.3,0.106,0,36,10.43,MORTGAGE,debt_consolidation,0
721,67061.58,13788.96,0.1,0.151,0,36,10.82,MORTGAGE,debt_consolidation,0
545,36967.96,15187.94,2.1,0.038,2,36,15.15,RENT,credit_card,0
546,101625.3,32606.81,10.8,0.457,1,36,14.14,MORTGAGE,credit_card,0
514,47646.72,8776.97,9.6,0.211,0,36,15.16,MORTGAGE,credit_card,0
712,50937.87,12609.69,2.7,0.246,1,36,10.22,MORTGAGE,major_purchase,0
416,81318.99,5453.07,0.3,0.19,0,36,18.87,MORTGAGE,debt_consolidation,0
837,45148.74,15584.24,12.3,0.23,0,36,6.56,OWN,debt_consolidation,0
396,53067.75,42414.64,1.4,0.307,0,60,18.4,MORTGAGE,other,1
554,73468.03,17724.8,1.0,0.284,0,60,15.9,MORTGAGE,home_improvement,0
473,25272.65,35202.89,16.6,0.231,0,36,18.88,MORTGAGE,credit_card,1
654,43114.55,21314.97,3.4,0.299,0,60,13.4,MORTGAGE,debt_consolidation,0
675,71190.81,20782.39,8.4,0.133,0,60,12.56,MORTGAGE,credit_card,0
806,50489.47,37254.72,8.5,0.049,0,60,10.13,OWN,major_purchase,0
734,94873.55,2180.06,11.6,0.24,1,60,8.54,MORTGAGE,other,0
437,24120.91,39055.01,1.0,0.2,1,36,17.25,RENT,debt_consolidation,1
413,22913.9,22349.17,2.4,0.16,0,60,17.04,OWN,major_purchase,0
788,69311.0,16449.6,0.3,0.153,2,60,7.52,MORTGAGE,debt_consolidation,0
568,72374.79,40900.74,4.9,0.138,0,36,12.72,MORTGAGE,major_purchase,0
353,44937.93,15953.81,18.3,0.274,0,36,22.05,MORTGAGE,major_purchase,1
754,58698.97,44018.68,4.6,0.379,1,36,9.06,MORTGAGE,debt_consolidation,0
657,68551.68,42199.69,4.9,0.482,0,36,11.22,MORTGAGE,home_improvement,0
314,33987.96,12788.62,7.7,0.419,0,36,20.29,OWN,other,1
731,35664.76,15986.52,3.7,0.238,0,36,7.93,MORTGAGE,home_improvement,0
634,53389.9,36735.37,2.9,0.166,0,36,11.66,MORTGAGE,credit_card,0
638,73632.37,9606.84,4.0,0.113,1,36,14.12,MORTGAGE,debt_consolidation,0
776,29007.78,33205.87,1.6,0.268,1,60,9.53,MORTGAGE,debt_consolidation,0
573,44843.04,6682.65,1.7,0.295,0,36,14.97,MORTGAGE,debt_consolidation,0
554,43918.61,10046.64,2.8,0.397,0,36,12.01,OWN,debt_consolidation,0
640,59164.77,23022.26,3.2,0.224,0,36,12.0,MORTGAGE,debt_consolidation,0
408,48829.3,33818.8,7.0,0.446,0,36,18.57,RENT,major_purchase,0
383,38343.96,33534.86,3.4,0.132,0,36,18.75,RENT,debt_consolidation,0
764,85978.68,27792.58,11.8,0.394,0,60,8.57,RENT,major_purchase,0
418,38458.47,12972.96,5.2,0.206,0,60,17.49,MORTGAGE,other,1
577,42982.86,19276.63,8.6,0.361,0,36,13.3,RENT,credit_card,0
448,23952.45,11833.43,1.4,0.093,1,60,16.66,OWN,debt_consolidation,0
426,35556.15,13188.77,4.8,0.518,0,36,17.57,RENT,major_purchase,0
629,61835.58,15221.86,17.4,0.584,0,36,8.47,MORTGAGE,other,0
742,56628.68,27349.3,0.2,0.369,2,36,9.23,OWN,debt_consolidation,0
543,64201.55,10134.18,3.8,0.39,0,36,15.69,OWN,debt_consolidation,0
376,62814.55,2873.06,2.7,0.078,0,36,18.83,RENT,major_purchase,0
434,125426.01,31468.0,0.4,0.43,1,36,19.45,MORTGAGE,debt_consolidation,0
390,35012.61,1959.48,0.5,0.085,0,36,18.34,MORTGAGE,credit_card,0
786,23653.33,43714.53,4.3,0.148,0,60,6.4,OWN,debt_consolidation,0
476,30554.01,16412.56,6.3,0.335,0,36,18.14,MORTGAGE,major_purchase,0
506,35716.09,1289.58,11.9,0.394,2,60,15.38,RENT,debt_consolidation,1
339,31620.25,39921.75,8.3,0.476,1,60,21.15,RENT,home_improvement,0
545,51131.06,27391.4,16.4,0.201,1,36,13.12,RENT,credit_card,0
803,86137.03,36965.26,0.2,0.096,0,36,7.18,MORTGAGE,other,0
525,98012.14,20141.09,17.6,0.211,0,36,15.07,OWN,debt_consolidation,0
658,61509.0,16584.0,4.8,0.302,0,36,11.13,MORTGAGE,credit_card,0
400,128485.65,29828.34,4.5,0.114,0,60,18.66,OWN,major_purchase,0
378,41757.41,18864.04,2.2,0.453,0,36,19.95,MORTGAGE,credit_card,0
703,23514.36,25473.18,5.8,0.139,0,36,10.42,MORTGAGE,other,0
336,78741.86,13224.21,15.1,0.352,0,60,21.57,RENT,debt_consolidation,0
547,21431.83,15636.4,5.2,0.587,1,60,12.43,MORTGAGE,credit_card,0
474,34900.23,4616.39,1.5,0.366,0,36,18.74,RENT,major_purchase,0
308,61947.99,35380.37,5.3,0.423,0,36,21.5,RENT,credit_card,0
592,46813.57,16349.44,3.7,0.128,1,36,12.88,OWN,debt_consolidation,0
831,44984.41,43899.96,1.9,0.266,0,36,6.97,RENT,debt_consolidation,0
338,28814.8,12429.39,4.0,0.227,0,36,20.68,OWN,major_purchase,1
749,48783.09,21902.32,2.8,0.636,1,36,9.08,RENT,debt_consolidation,0
597,77006.73,14443.42,1.5,0.346,0,36,12.91,RENT,debt_consolidation,0
698,49463.27,31532.72,0.2,0.225,0,60,11.11,MORTGAGE,credit_card,0
353,33738.62,36568.1,0.8,0.077,1,36,18.53,OWN,other,1
778,27962.17,22428.47,9.9,0.457,0,60,8.38,RENT,credit_card,0
306,34053.31,17144.81,2.9,0.211,0,36,21.21,RENT,credit_card,1
799,58486.44,33769.06,1.7,0.343,0,36,5.3,MORTGAGE,other,0
662,57217.84,9424.02,3.9,0.588,0,60,12.79,OWN,debt_consolidation,0
485,34192.85,27376.52,5.6,0.233,0,36,16.17,RENT,debt_consolidation,0
303,18127.01,33279.48,5.0,0.321,3,36,23.13,MORTGAGE,credit_card,1
636,59219.48,12847.86,1.7,0.414,0,60,13.1,RENT,home_improvement,0
348,32729.49,29850.77,24.7,0.072,0,36,19.72,RENT,major_purchase,0
635,66841.41,33349.95,1.7,0.08,3,60,13.65,RENT,home_improvement,0
726,34882.85,6166.33,1.9,0.14,3,36,9.33,MORTGAGE,credit_card,0
447,31427.7,15251.93,2.7,0.299,0,36,16.92,OWN,home_improvement,0
431,52518.85,18877.47,11.6,0.192,0,60,17.0,RENT,debt_consolidation,0
422,141628.78,35142.13,4.2,0.065,0,36,17.49,MORTGAGE,major_purchase,0
423,68669.71,25970.23,1.0,0.376,0,36,18.87,MORTGAGE,credit_card,0
362,52119.72,20780.7,2.4,0.292,0,60,19.31,RENT,credit_card,0
437,57611.83,15025.99,1.2,0.391,1,36,18.53,RENT,home_improvement,0
663,22292.33,1178.7,2.7,0.357,0,60,10.82,OWN,debt_consolidation,0
466,29582.75,1889.68,2.4,0.106,0,36,18.31,RENT,home_improvement,1
730,15836.65,11579.63,0.3,0.162,0,60,9.03,RENT,debt_consolidation,0
751,106771.17,6134.39,1.8,0.274,0,36,8.66,RENT,credit_card,0
719,97472.32,6261.81,5.7,0.308,0,36,9.65,MORTGAGE,major_purchase,0
597,58499.2,27520.54,9.8,0.293,3,60,13.58,MORTGAGE,debt_consolidation,0
474,52093.83,27640.03,2.2,0.094,0,60,16.98,OWN,credit_card,0
812,24386.49,2969.97,2.8,0.318,1,36,5.96,MORTGAGE,home_improvement,0
413,44414.22,27133.15,8.7,0.124,0,60,21.0,RENT,home_improvement,0
555,109817.63,7416.02,6.1,0.353,1,36,15.37,RENT,debt_consolidation,0
549,52007.19,17597.93,13.3,0.254,0,36,15.87,OWN,debt_consolidation,1
710,38021.58,44546.09,2.8,0.111,0,60,11.49,MORTGAGE,debt_consolidation,0
601,22222.67,23968.24,0.6,0.12,0,60,12.99,MORTGAGE,major_purchase,0
740,91229.86,2504.27,0.8,0.381,0,36,10.19,MORTGAGE,major_purchase,0
806,47498.92,16296.96,2.5,0.44,0,60,8.9,RENT,credit_card,0
515,22236.04,30519.52,7.7,0.242,0,60,17.46,MORTGAGE,other,0
782,32340.66,10882.31,8.5,0.298,0,60,9.1,RENT,debt_consolidation,0
393,27587.22,43435.77,1.6,0.158,0,36,19.03,MORTGAGE,home_improvement,1
804,46199.09,19712.92,1.2,0.322,0,36,8.96,OWN,debt_consolidation,0
398,53814.73,1927.84,9.7,0.724,0,60,17.62,OWN,debt_consolidation,1
768,39087.28,24784.91,6.0,0.344,0,60,7.62,RENT,debt_consolidation,0
515,69540.94,30752.34,0.6,0.465,0,36,12.98,RENT,debt_consolidation,0
831,50790.32,21063.61,2.8,0.096,0,36,6.26,MORTGAGE,credit_card,0
371,79066.19,41839.52,4.7,0.274,1,60,19.44,MORTGAGE,credit_card,1
556,41741.98,40685.02,10.2,0.115,0,60,13.99,MORTGAGE,credit_card,0
796,192990.55,7114.24,0.6,0.07,0,36,7.31,MORTGAGE,other,0
326,38024.28,4517.72,10.0,0.159,0,36,19.93,RENT,major_purchase,1
446,32646.78,14741.6,0.9,0.504,0,60,18.5,RENT,debt_consolidation,1
346,30889.29,27757.84,1.8,0.209,0,36,20.39,MORTGAGE,debt_consolidation,0
477,44581.61,27470.19,7.5,0.175,0,60,16.46,MORTGAGE,other,0
515,22611.38,12952.3,18.4,0.23,0,60,14.14,RENT,credit_card,0
641,55969.0,42848.42,0.2,0.268,1,36,10.85,RENT,other,0
441,20798.02,14522.6,14.8,0.197,2,60,16.77,RENT,debt_consolidation,1
387,52720.09,36384.78,1.7,0.263,1,36,20.04,OWN,other,0
393,26687.13,37607.13,5.1,0.53,0,36,22.61,RENT,home_improvement,1
817,41291.75,5331.14,2.4,0.385,0,60,7.25,RENT,credit_card,0
825,64346.84,11232.33,4.7,0.326,0,36,7.67,MORTGAGE,debt_consolidation,0
421,138249.73,10468.43,5.5,0.761,0,36,19.51,RENT,credit_card,0
407,30178.94,41464.66,7.0,0.248,0,36,16.93,RENT,home_improvement,0
329,45814.56,16448.62,0.1,0.348,1,60,22.54,OWN,debt_consolidation,0
828,35394.39,37804.74,4.9,0.453,1,36,6.94,MORTGAGE,major_purchase,0
689,33142.06,22032.79,2.2,0.521,0,36,11.97,MORTGAGE,major_purchase,0
719,35534.59,21117.64,3.3,0.415,0,36,8.58,MORTGAGE,home_improvement,0
460,71028.03,40750.54,14.4,0.302,0,36,17.67,MORTGAGE,credit_card,1
653,39354.86,20399.66,7.0,0.353,0,36,12.56,RENT,other,0
332,134886.74,33773.48,2.8,0.315,0,60,20.96,OWN,credit_card,1
672,59112.08,19672.61,4.5,0.1,2,36,9.79,RENT,home_improvement,0
619,31116.55,5482.27,9.2,0.234,0,36,10.63,RENT,credit_card,0
482,41563.71,3336.17,11.7,0.53,0,36,17.55,RENT,debt_consolidation,1
691,34172.24,10162.57,2.2,0.493,0,60,11.32,MORTGAGE,other,0
656,70265.13,32779.79,0.5,0.319,0,36,10.81,MORTGAGE,debt_consolidation,0
541,23448.2,17440.59,5.8,0.503,0,60,15.96,MORTGAGE,home_improvement,0
402,26811.12,20980.73,2.6,0.249,1,36,18.36,MORTGAGE,debt_consolidation,1
312,37564.11,5482.56,0.7,0.163,0,60,20.46,RENT,home_improvement,1
816,66657.71,28413.65,5.0,0.224,0,36,7.49,MORTGAGE,major_purchase,0
455,85380.85,36351.72,1.0,0.463,0,60,15.4,RENT,credit_card,1
466,91239.57,28486.06,0.9,0.243,1,36,17.41,OWN,credit_card,1
675,62218.69,44323.02,8.0,0.397,0,60,9.05,MORTGAGE,credit_card,0
440,47225.99,1719.02,4.0,0.229,0,60,16.52,RENT,credit_card,0
507,70093.24,1689.47,3.5,0.053,0,36,15.51,RENT,credit_card,0
691,29289.22,23000.25,1.4,0.061,1,36,11.46,RENT,debt_consolidation,0
628,21373.44,12721.95,6.0,0.024,0,60,10.0,RENT,credit_card,0
661,59664.17,31206.46,3.8,0.382,0,36,12.37,MORTGAGE,major_purchase,0
302,31177.27,35901.25,3.9,0.137,0,36,23.36,RENT,home_improvement,1
548,47601.14,5507.18,1.2,0.134,0,36,15.07,RENT,home_improvement,0
561,51732.02,41362.88,17.0,0.635,0,36,14.19,RENT,credit_card,0
648,54811.42,2316.61,5.9,0.247,0,60,11.84,RENT,credit_card,0
383,74757.6,31289.77,1.2,0.167,0,60,17.86,RENT,major_purchase,1
387,71284.47,17918.03,2.8,0.149,0,36,19.4,MORTGAGE,debt_consolidation,0
720,53516.75,30367.33,11.0,0.456,0,60,10.15,OWN,credit_card,0
671,40178.73,5296.0,11.6,0.169,0,36,15.61,MORTGAGE,credit_card,0
746,51456.54,42231.53,3.5,0.314,1,60,10.56,MORTGAGE,home_improvement,0
449,37485.34,42245.97,17.9,0.298,0,36,17.46,MORTGAGE,home_improvement,0
849,44873.69,23853.64,4.5,0.436,2,60,4.82,RENT,debt_consolidation,0
450,159241.63,23421.72,2.6,0.265,2,60,18.04,MORTGAGE,debt_consolidation,0
658,53209.13,28931.56,1.1,0.25,0,36,11.51,MORTGAGE,debt_consolidation,0
389,60030.63,26523.03,3.1,0.205,0,36,19.84,MORTGAGE,home_improvement,0
806,35686.71,24916.05,14.4,0.101,0,36,6.03,RENT,credit_card,0
483,77577.52,26924.41,11.8,0.315,2,36,14.67,MORTGAGE,debt_consolidation,0
742,69018.0,38779.73,11.5,0.185,1,60,9.6,RENT,credit_card,0
482,69238.24,27886.94,1.2,0.647,0,60,16.11,MORTGAGE,major_purchase,0
735,53997.93,9616.71,5.7,0.33,0,60,9.32,MORTGAGE,debt_consolidation,0
550,78071.91,41212.13,10.6,0.576,0,60,13.42,MORTGAGE,debt_consolidation,0
334,86877.85,10502.27,12.3,0.251,0,36,22.32,MORTGAGE,debt_consolidation,1
404,55681.01,8267.11,3.9,0.277,1,60,17.43,RENT,home_improvement,0
676,46556.62,44870.54,5.4,0.201,2,36,12.07,MORTGAGE,major_purchase,0
406,73317.67,10390.33,0.2,0.644,0,60,18.83,RENT,debt_consolidation,1
451,32635.1,5404.11,9.4,0.296,0,60,17.32,MORTGAGE,major_purchase,0
598,35486.86,25728.32,7.7,0.133,1,60,13.52,RENT,credit_card,0
439,47859.02,37396.52,9.0,0.344,0,36,17.69,RENT,major_purchase,0
371,22390.44,3673.03,0.6,0.299,0,36,19.55,RENT,major_purchase,0
643,71140.91,22564.58,17.9,0.115,1,36,11.97,RENT,home_improvement,0
679,31783.06,4014.1,1.7,0.477,0,36,10.37,OWN,debt_consolidation,0
703,39649.32,19862.41,2.9,0.195,0,60,10.64,RENT,debt_consolidation,0
820,44534.71,16134.25,4.6,0.382,2,36,8.41,OWN,debt_consolidation,0
368,49895.15,7033.69,5.9,0.302,1,36,23.05,MORTGAGE,debt_consolidation,1
535,41997.11,41964.93,5.1,0.156,0,60,16.36,OWN,major_purchase,0
428,47556.94,28935.03,1.9,0.351,0,36,19.08,MORTGAGE,home_improvement,0
796,47722.94,38094.48,10.0,0.549,0,36,5.07,RENT,credit_card,0
597,40088.15,40861.56,1.4,0.513,0,36,13.17,RENT,debt_consolidation,0
354,34615.7,41928.15,0.9,0.394,0,36,19.61,RENT,debt_consolidation,1
681,79750.9,33917.04,3.6,0.153,1,36,9.08,MORTGAGE,other,0
323,19015.65,14505.73,0.8,0.402,0,36,22.57,MORTGAGE,home_improvement,1
451,44686.57,37473.04,17.3,0.557,0,36,15.62,MORTGAGE,other,0
697,39695.58,23888.05,6.1,0.195,0,36,9.46,MORTGAGE,credit_card,0
578,59186.94,12952.77,1.8,0.203,0,36,11.81,RENT,debt_consolidation,0
719,25477.94,17974.05,2.0,0.462,3,60,9.64,RENT,major_purchase,0
614,39147.69,14253.84,9.2,0.247,2,36,14.23,MORTGAGE,other,0
764,46814.03,21512.98,1.9,0.229,0,36,7.03,MORTGAGE,credit_card,0
609,79342.81,35378.75,3.9,0.374,1,36,12.37,RENT,debt_consolidation,0
331,56924.62,22334.16,10.3,0.352,0,36,22.06,MORTGAGE,home_improvement,1
339,28779.84,12785.78,3.6,0.136,0,36,22.37,RENT,major_purchase,1
728,39365.12,4845.74,3.7,0.286,1,36,9.57,RENT,major_purchase,0
321,73037.12,38653.27,1.9,0.226,0,60,19.9,RENT,major_purchase,1
507,28556.83,19364.22,4.5,0.197,2,36,15.59,RENT,other,0
